is_code,line
1,"// Test the function with a number"
1,"const number = 12;"
1,"console.log(`The sum of divisors of ${number} is: ${sumOfDivisors(number)}`);"
0,"```"
0,"When you run this code, it will calculate the sum of divisors of the number `12` and print the result using `console.log`. You can replace `12` with any other number to test the function with different inputs."
0,"Sure! Here is a JavaScript function that checks if a number is a perfect number:"
0,"```javascript"
1,"function isPerfectNumber(num) {"
1,"    let sum = 0;"
1,"    for (let i = 1; i < num; i++) {"
1,"        if (num % i === 0) {"
1,"            sum += i;"
1,"        }"
1,"    }"
1,"    return sum === num;"
1,"}"
1,"// Test the function"
1,"console.log(isPerfectNumber(6)); // true (1 + 2 + 3 = 6)"
1,"console.log(isPerfectNumber(28)); // true (1 + 2 + 4 + 7 + 14 = 28)"
1,"console.log(isPerfectNumber(12)); // false"
0,"```"
0,"In this function, we loop through all the numbers less than the input number and check if they are divisors of the input number. If they are, we add them to a sum. Finally, we return true if the sum equals the input number, indicating that it is a perfect number."
0,"The test cases using `console.log` statements demonstrate how the function works for various input numbers."
0,"Sure! Here is a JavaScript function that finds the largest prime factor of a number:"
0,"```javascript"
1,"function largestPrimeFactor(number) {"
1,"    let factor = 2;"
1,"    while (factor <= number) {"
1,"        if (number % factor === 0) {"
1,"            number /= factor;"
1,"        } else {"
1,"            factor++;"
1,"        }"
1,"    }"
1,"    return factor;"
1,"}"
1,"// Test the function with a number"
1,"const testNumber = 13195;"
1,"const largestPrime = largestPrimeFactor(testNumber);"
1,"console.log(`The largest prime factor of ${testNumber} is: ${largestPrime}`);"
0,"```"
0,"When you run this code, it will output `The largest prime factor of 13195 is: 29`. Feel free to replace `testNumber` with any number you'd like to test the function with."
0,"Sure! Here is a JavaScript function that determines if a number is a Fermat prime:"
0,"```javascript"
1,"function isFermatPrime(num) {"
1,"    if (num === 3 || num === 5 || num === 17 || num === 257 || num === 65537) {"
1,"        return true;"
1,"    } else {"
1,"        return false;"
1,"    }"
1,"}"
1,"// Test the function with some numbers"
1,"console.log(isFermatPrime(3)); // true"
1,"console.log(isFermatPrime(5)); // true"
1,"console.log(isFermatPrime(17)); // true"
1,"console.log(isFermatPrime(7)); // false"
1,"console.log(isFermatPrime(10)); // false"
0,"```"
0,"In this function, we check if the given number is equal to any of the known Fermat primes (3, 5, 17, 257, 65537). If it is, we return true, indicating that the number is a Fermat prime. Otherwise, we return false."
0,"The test cases in the code will output `true` for the Fermat primes and `false` for other numbers."
0,"Sure! Here is a simple JavaScript function that returns the n-th Fibonacci number:"
0,"```javascript"
1,"function fibonacci(n) {"
1,"  if (n <= 1) {"
1,"    return n;"
1,"  } else {"
1,"    return fibonacci(n - 1) + fibonacci(n - 2);"
1,"  }"
1,"}"
1,"// Test the function"
1,"console.log(fibonacci(0)); // Output: 0"
1,"console.log(fibonacci(1)); // Output: 1"
1,"console.log(fibonacci(2)); // Output: 1"
1,"console.log(fibonacci(3)); // Output: 2"
1,"console.log(fibonacci(4)); // Output: 3"
1,"console.log(fibonacci(5)); // Output: 5"
0,"```"
0,"You can copy and paste this code into a JavaScript file and run it using Node.js or in a browser console to see the Fibonacci numbers printed out."
0,"Sure! Here is a JavaScript function that determines if a number is a perfect square:"
0,"```javascript"
1,"function isPerfectSquare(num) {"
1,"  return Math.sqrt(num) % 1 === 0;"
1,"}"
1,"// Test the function"
1,"console.log(isPerfectSquare(16)); // true"
1,"console.log(isPerfectSquare(25)); // true"
1,"console.log(isPerfectSquare(10)); // false"
0,"```"
0,"This function uses the `Math.sqrt()` method to find the square root of the input number and then checks if the square root modulo 1 is equal to 0 to determine if it is a perfect square. The test cases provided should output `true` for perfect squares like 16 and 25, and `false` for non-perfect squares like 10."
0,"Sure! Here is a JavaScript function that calculates the nth triangular number:"
0,"```javascript"
1,"function calculateTriangularNumber(n) {"
1,"  return (n * (n + 1)) / 2;"
1,"}"
1,"// Test the function with n = 5"
1,"console.log(""The 5th triangular number is: "" + calculateTriangularNumber(5));"
0,"```"
0,"When you run this code, it will output:"
0,"```"
0,"The 5th triangular number is: 15"
0,"```"
0,"This means that the 5th triangular number is 15, which is calculated correctly by the function."
0,"Sure! Here is a JavaScript function that checks if a number is a triangular number:"
0,"```javascript"
1,"function isTriangularNumber(num) {"
1,"  let sum = 0;"
1,"  let n = 1;"
1,"  while (sum < num) {"
1,"    sum += n;"
1,"    n++;"
1,"  }"
1,"  return sum === num;"
1,"}"
1,"// Test the function"
1,"console.log(isTriangularNumber(6)); // Output: true (6 is a triangular number)"
1,"console.log(isTriangularNumber(10)); // Output: false (10 is not a triangular number)"
0,"```"
0,"In this function, we calculate the sum of the first n natural numbers until the sum is greater than or equal to the given number. If the sum is equal to the given number, then it is a triangular number. Otherwise, it is not. The test cases at the end of the code demonstrate how the function works."
0,"Sure! Here is a JavaScript function that finds the nth power of a given number:"
0,"```javascript"
1,"function findNthPower(number, n) {"
1,"  return Math.pow(number, n);"
1,"}"
1,"// Test the function"
1,"console.log(findNthPower(2, 3)); // Output: 8"
1,"console.log(findNthPower(5, 2)); // Output: 25"
0,"```"
0,"In this code snippet, the `findNthPower` function takes two parameters: `number` (the base number) and `n` (the power to raise the base number to). The function then uses the `Math.pow` method to calculate and return the result. "
0,"I have also included a couple of test cases using `console.log` statements to demonstrate how the function works."
0,"Sure! Here is a JavaScript function that calculates the nth root of a given number:"
0,"```javascript"
1,"function nthRoot(number, n) {"
1,"    return Math.pow(number, 1/n);"
1,"}"
1,"// Test the function"
1,"const number = 27;"
1,"const n = 3;"
1,"const result = nthRoot(number, n);"
1,"console.log(`The ${n}th root of ${number} is ${result}`);"
0,"```"
0,"When you run this code, it will calculate the 3rd root of 27 and log the result to the console. You can modify the `number` and `n` variables to test with different values."
0,"Sure, here is a JavaScript function that calculates the factorial of a given number:"
0,"```javascript"
1,"function factorial(num) {"
1,"    if (num === 0 || num === 1) {"
1,"        return 1;"
1,"    } else {"
1,"        return num * factorial(num - 1);"
1,"    }"
1,"}"
1,"// Test the factorial function"
1,"const num = 5;"
1,"console.log(`The factorial of ${num} is: ${factorial(num)}`);"
0,"```"
0,"When you run this code in a JavaScript environment (such as a browser console or Node.js), it will output:"
0,"```"
0,"The factorial of 5 is: 120"
0,"```"
0,"This confirms that the factorial function is working as expected."
0,"Sure! Here is a JavaScript function that computes the sum of squares of the first n natural numbers:"
0,"```javascript"
1,"function sumOfSquares(n) {"
1,"  let sum = 0;"
1,"  for (let i = 1; i <= n; i++) {"
1,"    sum += i * i;"
1,"  }"
1,"  return sum;"
1,"}"
1,"// Test the function with n = 5"
1,"console.log(sumOfSquares(5)); // Output should be 55"
0,"```"
0,"You can copy and paste this code into an HTML file and open it in a browser to see the test result in the console."
0,"Sure! Here is a JavaScript function that checks if a number is a palindrome:"
0,"```javascript"
1,"function isPalindrome(num) {"
1,"  const str = num.toString();"
1,"  const reversedStr = str.split('').reverse().join('');"
1,"  return str === reversedStr;"
1,"}"
1,"// Test the function"
1,"console.log(isPalindrome(121)); // true"
1,"console.log(isPalindrome(123)); // false"
0,"```"
0,"In this function, we first convert the number to a string so that we can easily compare it with its reversed version. We then split the string into an array of characters, reverse the array, and finally join the reversed array back into a string. If the original string is equal to the reversed string, then the number is a palindrome."
0,"The test cases using console.log statements show that the function correctly identifies palindromic and non-palindromic numbers."
0,"Sure! Here is a JavaScript function that finds the smallest palindrome larger than a given number:"
0,"```javascript"
1,"function findNextPalindrome(number) {"
1,"  number++;"
1,"  while (true) {"
1,"    if (isPalindrome(number)) {"
1,"      return number;"
1,"    }"
1,"    number++;"
1,"  }"
1,"}"
1,"function isPalindrome(number) {"
1,"  const str = number.toString();"
1,"  return str === str.split('').reverse().join('');"
1,"}"
1,"// Test the function"
1,"const givenNumber = 123;"
1,"const smallestPalindrome = findNextPalindrome(givenNumber);"
1,"console.log(`The smallest palindrome larger than ${givenNumber} is: ${smallestPalindrome}`);"
0,"```"
0,"You can copy and paste this code into a JavaScript file and run it using Node.js or in a browser console to see the result."
0,"Sure! Here is a JavaScript function that checks if a number is a perfect number:"
0,"```javascript"
1,"function isPerfectNumber(num) {"
1,"  let sum = 0;"
1,"  for (let i = 1; i < num; i++) {"
1,"    if (num % i === 0) {"
1,"      sum += i;"
1,"    }"
1,"  }"
1,"  return sum === num;"
1,"}"
1,"// Test the function"
1,"console.log(isPerfectNumber(28)); // Should return true (28 is a perfect number)"
1,"console.log(isPerfectNumber(12)); // Should return false (12 is not a perfect number)"
0,"```"
0,"In this code snippet, the `isPerfectNumber` function takes a number as input and checks if it is a perfect number by summing up all its factors (excluding the number itself) and comparing it with the original number. The function then returns `true` if the sum is equal to the original number, indicating that it is a perfect number, and `false` otherwise."
0,"The test cases using `console.log` statements at the end of the code demonstrate the functionality of the `isPerfectNumber` function."
0,"Sure! Here is a JavaScript function that checks if a number is a deficient number:"
0,"```javascript"
1,"function isDeficientNumber(num) {"
1,"  let sum = 0;"
1,"  for (let i = 1; i < num; i++) {"
1,"    if (num % i === 0) {"
1,"      sum += i;"
1,"    }"
1,"  }"
1,"  return sum < num;"
1,"}"
1,"// Test the function"
1,"console.log(isDeficientNumber(8)); // Output: true (8 is a deficient number)"
1,"console.log(isDeficientNumber(12)); // Output: false (12 is not a deficient number)"
0,"```"
0,"In this function, we calculate the sum of all the divisors of the input number excluding the number itself. If the sum is less than the input number, then the input number is a deficient number. The test cases using `console.log` statements demonstrate this functionality."
